date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:16	57095/57095	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Nov%202018%2009:32:08%20GMT	http://themescare.com/demos/peulis-v6/assets/css/animate.min.css	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/css/animate.min.css	(from http://themescare.com/demos/peulis-v6/)
22:57:16	3634/3634	---M-Z	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202019%2017:59:58%20GMT	http://themescare.com/demos/peulis-v6/assets/css/jquery.datepicker.css	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/css/jquery.datepicker.css	(from http://themescare.com/demos/peulis-v6/)
22:57:16	4007/4007	---M-Z	200	added ('OK')	text/css	date:Tue,%2016%20Jul%202019%2017:25:58%20GMT	http://themescare.com/demos/peulis-v6/assets/css/nice-select.css	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/css/nice-select.css	(from http://themescare.com/demos/peulis-v6/)
22:57:17	2505/2505	---M-Z	200	added ('OK')	text/css	date:Wed,%2025%20Jan%202017%2002:14:08%20GMT	http://themescare.com/demos/peulis-v6/assets/css/slicknav.min.css	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/css/slicknav.min.css	(from http://themescare.com/demos/peulis-v6/)
22:57:17	92405/92405	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Dec%202019%2020:04:52%20GMT	http://themescare.com/demos/peulis-v6/assets/css/style.css	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/css/style.css	(from http://themescare.com/demos/peulis-v6/)
22:57:18	15229/15229	---M-Z	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202019%2018:32:10%20GMT	http://themescare.com/demos/peulis-v6/assets/css/responsive.css	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/css/responsive.css	(from http://themescare.com/demos/peulis-v6/)
22:57:18	21211/21211	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:05:54%20GMT	http://themescare.com/demos/peulis-v6/login.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/login.html	(from http://themescare.com/demos/peulis-v6/)
22:57:18	21482/21482	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:03:42%20GMT	http://themescare.com/demos/peulis-v6/register.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/register.html	(from http://themescare.com/demos/peulis-v6/)
22:57:19	63987/63987	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2020:02:16%20GMT	http://themescare.com/demos/peulis-v6/index.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/index-2.html	(from http://themescare.com/demos/peulis-v6/)
22:57:19	10053/10053	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Nov%202019%2011:19:28%20GMT	http://themescare.com/demos/peulis-v6/assets/img/logo.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/logo.png	(from http://themescare.com/demos/peulis-v6/)
22:57:20	26748/26748	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2019:03:16%20GMT	http://themescare.com/demos/peulis-v6/about.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/about.html	(from http://themescare.com/demos/peulis-v6/)
22:57:20	28156/28156	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:00:32%20GMT	http://themescare.com/demos/peulis-v6/guides.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/guides.html	(from http://themescare.com/demos/peulis-v6/)
22:57:20	25535/25535	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:01:30%20GMT	http://themescare.com/demos/peulis-v6/gallery.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/gallery.html	(from http://themescare.com/demos/peulis-v6/)
22:57:21	28174/28174	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:02:14%20GMT	http://themescare.com/demos/peulis-v6/faq.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/faq.html	(from http://themescare.com/demos/peulis-v6/)
22:57:21	20186/20186	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Dec%202019%2019:02:56%20GMT	http://themescare.com/demos/peulis-v6/404.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/404.html	(from http://themescare.com/demos/peulis-v6/)
22:57:21	25296/25296	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:07:50%20GMT	http://themescare.com/demos/peulis-v6/destination-three.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/destination-three.html	(from http://themescare.com/demos/peulis-v6/)
22:57:22	26826/26826	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:08:30%20GMT	http://themescare.com/demos/peulis-v6/destination-four.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/destination-four.html	(from http://themescare.com/demos/peulis-v6/)
22:57:22	27943/27943	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:09:04%20GMT	http://themescare.com/demos/peulis-v6/destination-single.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/destination-single.html	(from http://themescare.com/demos/peulis-v6/)
22:57:23	46224/46224	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:12:00%20GMT	http://themescare.com/demos/peulis-v6/tour-sidebar.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/tour-sidebar.html	(from http://themescare.com/demos/peulis-v6/)
22:57:23	33722/33722	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:13:12%20GMT	http://themescare.com/demos/peulis-v6/tour-details.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/tour-details.html	(from http://themescare.com/demos/peulis-v6/)
22:57:23	30819/30819	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:15:10%20GMT	http://themescare.com/demos/peulis-v6/blog.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/blog.html	(from http://themescare.com/demos/peulis-v6/)
22:57:24	38790/38790	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:15:40%20GMT	http://themescare.com/demos/peulis-v6/single-blog.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/single-blog.html	(from http://themescare.com/demos/peulis-v6/)
22:57:24	37835/37835	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:16:20%20GMT	http://themescare.com/demos/peulis-v6/product.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/product.html	(from http://themescare.com/demos/peulis-v6/)
22:57:25	25488/25488	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:17:38%20GMT	http://themescare.com/demos/peulis-v6/single-product.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/single-product.html	(from http://themescare.com/demos/peulis-v6/)
22:57:25	24282/24282	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:18:12%20GMT	http://themescare.com/demos/peulis-v6/cart.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/cart.html	(from http://themescare.com/demos/peulis-v6/)
22:57:25	25249/25249	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:18:44%20GMT	http://themescare.com/demos/peulis-v6/checkout.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/checkout.html	(from http://themescare.com/demos/peulis-v6/)
22:57:26	23453/23453	---M-Z	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202019%2006:19:16%20GMT	http://themescare.com/demos/peulis-v6/contact.html	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/contact.html	(from http://themescare.com/demos/peulis-v6/)
22:57:28	48398/48398	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Nov%202019%2003:49:42%20GMT	http://themescare.com/demos/peulis-v6/assets/img/cart-1.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/cart-1.png	(from http://themescare.com/demos/peulis-v6/)
22:57:30	25668/25668	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2017:38:54%20GMT	http://themescare.com/demos/peulis-v6/assets/img/promo-pack2.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/promo-pack2.jpg	(from http://themescare.com/demos/peulis-v6/)
22:57:33	38779/38779	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2017:45:02%20GMT	http://themescare.com/demos/peulis-v6/assets/img/promo-pack3.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/promo-pack3.jpg	(from http://themescare.com/demos/peulis-v6/)
22:57:34	30863/30863	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2017:41:24%20GMT	http://themescare.com/demos/peulis-v6/assets/img/promo-pack5.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/promo-pack5.jpg	(from http://themescare.com/demos/peulis-v6/)
22:57:35	43255/43255	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2017:10:00%20GMT	http://themescare.com/demos/peulis-v6/assets/img/promo-pack-4.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/promo-pack-4.jpg	(from http://themescare.com/demos/peulis-v6/)
22:57:48	92921/92921	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Nov%202019%2018:26:22%20GMT	http://themescare.com/demos/peulis-v6/assets/img/popular-1.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/popular-1.jpg	(from http://themescare.com/demos/peulis-v6/)
22:57:50	91293/91293	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Nov%202019%2018:34:08%20GMT	http://themescare.com/demos/peulis-v6/assets/img/popular-4.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/popular-4.jpg	(from http://themescare.com/demos/peulis-v6/)
22:57:50	126197/126197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Nov%202019%2018:20:56%20GMT	http://themescare.com/demos/peulis-v6/assets/img/popular-2.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/popular-2.jpg	(from http://themescare.com/demos/peulis-v6/)
22:57:59	164258/164258	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Nov%202019%2018:23:14%20GMT	http://themescare.com/demos/peulis-v6/assets/img/popular-3.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/popular-3.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:04	82260/82260	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Nov%202019%2002:42:16%20GMT	http://themescare.com/demos/peulis-v6/assets/img/destination-1.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/destination-1.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:11	129521/129521	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Nov%202019%2018:42:56%20GMT	http://themescare.com/demos/peulis-v6/assets/img/popular-6.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/popular-6.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:13	158162/158162	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Nov%202019%2018:38:10%20GMT	http://themescare.com/demos/peulis-v6/assets/img/popular-5.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/popular-5.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:15	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Nov%202019%2003:37:04%20GMT	http://themescare.com/demos/peulis-v6/assets/img/appstore.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/appstore.png	(from http://themescare.com/demos/peulis-v6/)
22:58:16	3824/3824	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Nov%202019%2003:37:12%20GMT	http://themescare.com/demos/peulis-v6/assets/img/playstore.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/playstore.png	(from http://themescare.com/demos/peulis-v6/)
22:58:18	11244/11244	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Nov%202019%2019:20:32%20GMT	http://themescare.com/demos/peulis-v6/assets/img/choose-1.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/choose-1.png	(from http://themescare.com/demos/peulis-v6/)
22:58:20	130055/130055	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Nov%202019%2002:42:30%20GMT	http://themescare.com/demos/peulis-v6/assets/img/destination-2.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/destination-2.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:21	101057/101057	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Nov%202019%2002:42:58%20GMT	http://themescare.com/demos/peulis-v6/assets/img/destination-4.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/destination-4.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:22	21367/21367	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Nov%202019%2019:20:42%20GMT	http://themescare.com/demos/peulis-v6/assets/img/choose-2.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/choose-2.png	(from http://themescare.com/demos/peulis-v6/)
22:58:23	18140/18140	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Nov%202019%2019:21:54%20GMT	http://themescare.com/demos/peulis-v6/assets/img/choose-3.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/choose-3.png	(from http://themescare.com/demos/peulis-v6/)
22:58:28	43077/43077	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Nov%202019%2017:57:04%20GMT	http://themescare.com/demos/peulis-v6/assets/img/reviews-2.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/reviews-2.png	(from http://themescare.com/demos/peulis-v6/)
22:58:28	38758/38758	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Nov%202019%2003:29:06%20GMT	http://themescare.com/demos/peulis-v6/assets/img/reviews-1.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/reviews-1.png	(from http://themescare.com/demos/peulis-v6/)
22:58:31	9945/9945	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2016:26:44%20GMT	http://themescare.com/demos/peulis-v6/assets/img/footer-logo.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/footer-logo.png	(from http://themescare.com/demos/peulis-v6/)
22:58:32	6116/6116	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Nov%202019%2018:32:36%20GMT	http://themescare.com/demos/peulis-v6/assets/img/creditcard-logo.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/creditcard-logo.png	(from http://themescare.com/demos/peulis-v6/)
22:58:37	85584/85584	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20Mar%202019%2004:38:24%20GMT	http://themescare.com/demos/peulis-v6/assets/js/jquery.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/jquery.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:39	19188/19188	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2015%20Apr%202018%2002:22:38%20GMT	http://themescare.com/demos/peulis-v6/assets/js/popper.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/popper.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:40	75952/75952	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Nov%202019%2018:09:04%20GMT	http://themescare.com/demos/peulis-v6/assets/img/blog-1.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/blog-1.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:40	111165/111165	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Nov%202019%2018:11:14%20GMT	http://themescare.com/demos/peulis-v6/assets/img/blog-2.jpg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/blog-2.jpg	(from http://themescare.com/demos/peulis-v6/)
22:58:41	50731/50731	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2009:32:10%20GMT	http://themescare.com/demos/peulis-v6/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/bootstrap.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:41	3553/3553	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Nov%202019%2017:40:58%20GMT	http://themescare.com/demos/peulis-v6/assets/js/jquery.animatedheadline.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/jquery.animatedheadline.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:42	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Jan%202017%2002:15:12%20GMT	http://themescare.com/demos/peulis-v6/assets/js/jquery.slicknav.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/jquery.slicknav.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:43	11793/11793	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2030%20Nov%202019%2018:00:28%20GMT	http://themescare.com/demos/peulis-v6/assets/js/jquery.datepicker.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/jquery.datepicker.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:43	21237/21237	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2003%20Nov%202018%2009:32:12%20GMT	http://themescare.com/demos/peulis-v6/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/jquery.magnific-popup.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:43	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202019%2017:25:58%20GMT	http://themescare.com/demos/peulis-v6/assets/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/jquery.nice-select.min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:44	8051/8051	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2014%20Sep%202019%2019:24:58%20GMT	http://themescare.com/demos/peulis-v6/assets/js/waypoints-min.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/waypoints-min.js	(from http://themescare.com/demos/peulis-v6/)
22:58:44	7945/7945	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Dec%202019%2018:49:38%20GMT	http://themescare.com/demos/peulis-v6/assets/js/main.js	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/js/main.js	(from http://themescare.com/demos/peulis-v6/)
22:58:58	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2003%20Nov%202018%2009:32:10%20GMT	http://themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfont3e6e3e6e.woff2	(from http://themescare.com/demos/peulis-v6/assets/css/font-awesome.min.css)
22:59:10	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2003%20Nov%202018%2009:32:10%20GMT	http://themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfont3e6e3e6e.eot	(from http://themescare.com/demos/peulis-v6/assets/css/font-awesome.min.css)
22:59:11	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2003%20Nov%202018%2009:32:10%20GMT	http://themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfontd41dd41d.eot	(from http://themescare.com/demos/peulis-v6/assets/css/font-awesome.min.css)
22:59:13	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2003%20Nov%202018%2009:32:10%20GMT	http://themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/fonts/fontawesome-webfont3e6e3e6e.svg	(from http://themescare.com/demos/peulis-v6/assets/css/font-awesome.min.css)
22:59:14	1770/1770	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202019%2009:11:00%20GMT	http://themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.eot	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.eot	(from http://themescare.com/demos/peulis-v6/assets/flaticon/flaticon.css)
22:59:14	700/700	---M--	200	added ('OK')	font/woff2	date:Sun,%2017%20Nov%202019%2009:11:02%20GMT	http://themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.woff2	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.woff2	(from http://themescare.com/demos/peulis-v6/assets/flaticon/flaticon.css)
22:59:15	1770/1770	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202019%2009:11:00%20GMT	http://themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.eot?	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/flaticon/Flaticond41d.eot	(from http://themescare.com/demos/peulis-v6/assets/flaticon/flaticon.css)
22:59:15	1136/1136	---M--	200	added ('OK')	font/woff	date:Sun,%2017%20Nov%202019%2009:11:00%20GMT	http://themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.woff	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.woff	(from http://themescare.com/demos/peulis-v6/assets/flaticon/flaticon.css)
22:59:15	1592/1592	---M--	200	added ('OK')	font/ttf	date:Sun,%2017%20Nov%202019%2009:11:00%20GMT	http://themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.ttf	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.ttf	(from http://themescare.com/demos/peulis-v6/assets/flaticon/flaticon.css)
22:59:15	2052/2052	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2017%20Nov%202019%2009:11:00%20GMT	http://themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.svg	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/flaticon/Flaticon.svg	(from http://themescare.com/demos/peulis-v6/assets/flaticon/flaticon.css)
22:59:16	4976/4976	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Nov%202018%2009:32:10%20GMT	http://themescare.com/demos/peulis-v6/assets/css/owl.video.play.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/css/owl.video.play.png	(from http://themescare.com/demos/peulis-v6/assets/css/owl.carousel.min.css)
22:59:18	473268/473268	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Nov%202019%2017:47:04%20GMT	http://themescare.com/demos/peulis-v6/assets/img/discount_single.png	C:/My%20Web%20Sites/TourApp/themescare.com/demos/peulis-v6/assets/img/discount_single.png	(from http://themescare.com/demos/peulis-v6/)
